outcome,factor,stage,network,location,window,lag,specification_id,specification,sensitivity,coefficient,coefficient_unit,magnitude_recorded_by_job3,sign,raw_p_value,bh_adjusted_p_value,observations,municipality_count,weighting,INSE_control,fixed_effects,main_or_sensitivity,sign_agreement_with_main,magnitude_range_across_sensitivities,leave_one_out_min,leave_one_out_max,pandemic_exclusion_result,Nova_Santa_Rita_relevance,possible_planning_delta,lens_and_period_compatibility,factual_limit
dropout_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2022-2025,0,H2-fundamental_anos_finais-dropout_rate_percent-S1-WINDOW_2022_2025,S1_CLASS_SIZE,WINDOW_2022_2025,0.060907594520913,outcome percentage points per 1 student per class,0.060907594520913,positive,0.0179720274965544,0.0376158715044162,1987,497,unweighted,false,true,sensitivity,true,"[0.031006954585792699,0.060907594520913003]",0.0310069545857927,0.0315261626840863,0.0318677132645417,Nova Santa Rita: dropout_rate_percent 3.5% -> 0.29999999999999999% (-3.2000000000000002 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-dropout_rate_percent-S1_CLASS_SIZE,S1_CLASS_SIZE,MAIN_2019_2025,0.0311962000390696,outcome percentage points per 1 student per class,0.0311962000390696,positive,0.0542096415798463,0.0806884214428999,3477,497,unweighted,false,true,main,true,"[0.031006954585792699,0.060907594520913003]",0.0310069545857927,0.0315261626840863,0.0318677132645417,Nova Santa Rita: dropout_rate_percent 3.5% -> 0.29999999999999999% (-3.2000000000000002 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and dropout_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,teacher_adequacy_percent,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-dropout_rate_percent-S2_TEACHER_ADEQUACY,S2_TEACHER_ADEQUACY,MAIN_2019_2025,-0.0030539259866536,outcome percentage points per 1 percentage point of teacher adequacy,0.0030539259866536,negative,0.3453576087091874,0.4010604488235725,3479,497,unweighted,false,true,main,true,"[0.0030539259866535998,0.0030539259866535998]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: dropout_rate_percent 3.5% -> 0.29999999999999999% (-3.2000000000000002 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor teacher_adequacy_percent and dropout_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,schools_with_broadband_percent,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-dropout_rate_percent-S3-WITHOUT-INSE,S3_BROADBAND_INSE,WITHOUT_INSE,0.0030208280017779,outcome percentage points per 1 percentage point of schools with broadband,0.0030208280017779,positive,0.0743619391812138,0.1029626850201423,3479,497,unweighted,false,true,sensitivity,true,"[0.00055762368221950001,0.0030208280017779]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: dropout_rate_percent 3.5% -> 0.29999999999999999% (-3.2000000000000002 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor schools_with_broadband_percent and dropout_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
dropout_rate_percent,schools_with_broadband_percent,fundamental_anos_finais,total,total (school_location lens),2019-2023,0,H2-fundamental_anos_finais-dropout_rate_percent-S3_BROADBAND_INSE,S3_BROADBAND_INSE,MAIN_2019_2025,0.0005576236822195,outcome percentage points per 1 percentage point of schools with broadband,0.0005576236822195,positive,0.8492042974847567,0.8858563174301624,1485,497,unweighted,true,true,main,true,"[0.00055762368221950001,0.0030208280017779]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: dropout_rate_percent 3.5% -> 0.29999999999999999% (-3.2000000000000002 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor schools_with_broadband_percent and dropout_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2023,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019;2022-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-EXCLUDE_2020_2021,S1_CLASS_SIZE,EXCLUDE_2020_2021,0.1913107832872088,outcome percentage points per 1 student per class,0.1913107832872088,positive,0.000722515693414,0.0016673439078786,2484,497,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019;2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2020-2025,1,H2-fundamental_anos_finais-failure_rate_percent-S1-LAG1,S1_CLASS_SIZE,LAG_1,0.0693501951642057,outcome percentage points per 1 student per class,0.0693501951642057,positive,0.1468923442160121,0.1798681765910353,2980,497,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2020-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4303905,S1_CLASS_SIZE,LEAVE_OUT_VALE_4303905,0.0967917868603695,outcome percentage points per 1 student per class,0.0967917868603695,positive,0.0368255400517293,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4306403,S1_CLASS_SIZE,LEAVE_OUT_VALE_4306403,0.0974982773016816,outcome percentage points per 1 student per class,0.0974982773016816,positive,0.0355227377461344,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4307609,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307609,0.0976209259439466,outcome percentage points per 1 student per class,0.0976209259439466,positive,0.0354195518793845,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4307708,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307708,0.097470183692816,outcome percentage points per 1 student per class,0.097470183692816,positive,0.0355345467194391,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4310801,S1_CLASS_SIZE,LEAVE_OUT_VALE_4310801,0.0979560824904595,outcome percentage points per 1 student per class,0.0979560824904595,positive,0.0346340840695713,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4313375,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313375,0.0978593638863398,outcome percentage points per 1 student per class,0.0978593638863398,positive,0.0348977328472739,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4313409,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313409,0.0971273550354357,outcome percentage points per 1 student per class,0.0971273550354357,positive,0.0361813908338752,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4314803,S1_CLASS_SIZE,LEAVE_OUT_VALE_4314803,0.097125959130365,outcome percentage points per 1 student per class,0.097125959130365,positive,0.0361756407878041,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4318705,S1_CLASS_SIZE,LEAVE_OUT_VALE_4318705,0.0972702922340128,outcome percentage points per 1 student per class,0.0972702922340128,positive,0.0359470565234935,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-LOO-4320008,S1_CLASS_SIZE,LEAVE_OUT_VALE_4320008,0.0975711657670764,outcome percentage points per 1 student per class,0.0975711657670764,positive,0.0353349788164236,0.059183903654565,3470,496,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-NO_FE,S1_CLASS_SIZE,NO_FE_DIAGNOSTIC,0.1703590939462272,outcome percentage points per 1 student per class,0.1703590939462272,positive,1.0196600252965845e-07,5.920606598496298e-07,3477,497,unweighted,false,false,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2022-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1-WINDOW_2022_2025,S1_CLASS_SIZE,WINDOW_2022_2025,0.0936582604156163,outcome percentage points per 1 student per class,0.0936582604156163,positive,0.1455294773818465,0.1794199036214546,1987,497,unweighted,false,true,sensitivity,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S1_CLASS_SIZE,S1_CLASS_SIZE,MAIN_2019_2025,0.0973235594689283,outcome percentage points per 1 student per class,0.0973235594689283,positive,0.035783298817252,0.059183903654565,3477,497,unweighted,false,true,main,true,"[0.069350195164205694,0.1913107832872088]",0.0967917868603695,0.0979560824904595,0.1913107832872088,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,teacher_adequacy_percent,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S2_TEACHER_ADEQUACY,S2_TEACHER_ADEQUACY,MAIN_2019_2025,-0.0004215435560852,outcome percentage points per 1 percentage point of teacher adequacy,0.0004215435560852,negative,0.9678226077245332,0.9678226077245332,3479,497,unweighted,false,true,main,true,"[0.00042154355608519999,0.00042154355608519999]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor teacher_adequacy_percent and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,schools_with_broadband_percent,fundamental_anos_finais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_finais-failure_rate_percent-S3-WITHOUT-INSE,S3_BROADBAND_INSE,WITHOUT_INSE,0.0042039519854146,outcome percentage points per 1 percentage point of schools with broadband,0.0042039519854146,positive,0.4104204251401608,0.4705457103517766,3479,497,unweighted,false,true,sensitivity,false,"[0.0024342932789013002,0.0042039519854145998]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor schools_with_broadband_percent and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,schools_with_broadband_percent,fundamental_anos_finais,total,total (school_location lens),2019-2023,0,H2-fundamental_anos_finais-failure_rate_percent-S3_BROADBAND_INSE,S3_BROADBAND_INSE,MAIN_2019_2025,-0.0024342932789013,outcome percentage points per 1 percentage point of schools with broadband,0.0024342932789013,negative,0.8043867418819359,0.8517036090514615,1485,497,unweighted,true,true,main,true,"[0.0024342932789013002,0.0042039519854145998]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor schools_with_broadband_percent and failure_rate_percent in fundamental_anos_finais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2023,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019;2022-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-EXCLUDE_2020_2021,S1_CLASS_SIZE,EXCLUDE_2020_2021,0.1965123651446546,outcome percentage points per 1 student per class,0.1965123651446546,positive,6.590802339902865e-05,0.000197724070197,2485,497,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019;2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2020-2025,1,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LAG1,S1_CLASS_SIZE,LAG_1,0.064143049276287,outcome percentage points per 1 student per class,0.064143049276287,positive,0.1929407938459409,0.2299956482931746,2980,497,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2020-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4303905,S1_CLASS_SIZE,LEAVE_OUT_VALE_4303905,0.1557369064039752,outcome percentage points per 1 student per class,0.1557369064039752,positive,0.0003038424609046,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4306403,S1_CLASS_SIZE,LEAVE_OUT_VALE_4306403,0.1559092169939343,outcome percentage points per 1 student per class,0.1559092169939343,positive,0.0003012334510349,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4307609,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307609,0.1561230552129047,outcome percentage points per 1 student per class,0.1561230552129047,positive,0.0002937962906907,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4307708,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307708,0.1557832227362988,outcome percentage points per 1 student per class,0.1557832227362988,positive,0.0003026346853557,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4310801,S1_CLASS_SIZE,LEAVE_OUT_VALE_4310801,0.1557434594993982,outcome percentage points per 1 student per class,0.1557434594993982,positive,0.0003057666118731,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4313375,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313375,0.1560674539210655,outcome percentage points per 1 student per class,0.1560674539210655,positive,0.0002950024335893,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4313409,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313409,0.1560494648614062,outcome percentage points per 1 student per class,0.1560494648614062,positive,0.0002951880893181,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-age_grade_distortion_rate_percent-S1-LOO-4314803,S1_CLASS_SIZE,LEAVE_OUT_VALE_4314803,0.1557250855708472,outcome percentage points per 1 student per class,0.1557250855708472,positive,0.0003093271781538,0.0007326170008907,3470,496,unweighted,false,true,sensitivity,true,"[0.064143049276287001,0.20771188079886879]",0.1557250855708472,0.1561230552129047,0.1965123651446546,No Nova Santa Rita fact at the identical stage/outcome grain in Job 3.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
